image_name,question,correct_answer,question_type,answer_type,map_type,image_size_bucket,geographic_level
536.jpg,How many electoral votes in Montana?,3,['Other'],Counting,_cartogram,0.1–0.5MP,_country
536.jpg,sizewise who seems to be the biggest on the northern side of north america?,NY,"['Positional', 'Comparative']",Single Entity,_cartogram,0.1–0.5MP,_country
536.jpg,OH has how many more electoral votes than MO,8,['Comparative'],Counting,_cartogram,0.1–0.5MP,_country
536.jpg,Which 2 states that share a border with same electoral votes are red and blue?,"NV, UT","['Visual', 'Positional']",Listing,_cartogram,0.1–0.5MP,_country
536.jpg,If we add MN + OR is that same electoral votes as OH?,no,['Other'],Boolean,_cartogram,0.1–0.5MP,_country
536.jpg,Is WI + MN same as IL?,yes,['Other'],Boolean,_cartogram,0.1–0.5MP,_country
537.jpg,What is the color of Hong Kong marked in the map?,orange,['Visual'],Single Entity,_divisional,0.5–2MP,_world
537.jpg,What is the color of UTC+1 timezone?,light green,['Visual'],Single Entity,_divisional,0.5–2MP,_world
537.jpg,Which country is marked 5:45 P.M.,Nepal,['Visual'],Single Entity,_divisional,0.5–2MP,_world
537.jpg,How many colors are used for Egypt?,1,['Visual'],Counting,_divisional,0.5–2MP,_world
537.jpg,How many timezones are represented by color purple?,6,['Visual'],Counting,_divisional,0.5–2MP,_world
537.jpg,How many different colors are used to color regions?,5,['Visual'],Counting,_divisional,0.5–2MP,_world
537.jpg,What is the color of UTC timezone?,orange,['Visual'],Single Entity,_divisional,0.5–2MP,_world
537.jpg,Which color is used to represent region most ahead of GMT?,orange,"['Visual', 'Comparative']",Single Entity,_divisional,0.5–2MP,_world
537.jpg,What is the color of +4 region?,orange,['Visual'],Single Entity,_divisional,0.5–2MP,_world
537.jpg,What is the color of Istanbul marked in the map?,purple,['Visual'],Single Entity,_divisional,0.5–2MP,_world
538.jpg,How many shopping centres are present?,4,['Other'],Counting,_mixed,0.1–0.5MP,_city
538.jpg,On which streets does the live music performances happen?,"BOURBON ST, FRENCHMEN ST",['Other'],Listing,_mixed,0.1–0.5MP,_city
538.jpg,How many Nightlife areas are available?,2,['Other'],Counting,_mixed,0.1–0.5MP,_city
538.jpg,What is the name of the Ferry that passes through Mississipi river?,Canal Street Ferry,['Positional'],Single Entity,_mixed,0.1–0.5MP,_city
538.jpg,At which circle does the two routes of St. Charles Streetcar meet?,Lee Circle,['Other'],Single Entity,_mixed,0.1–0.5MP,_city
538.jpg,How many St. Louls Cemetery are there?,2,['Other'],Counting,_mixed,0.1–0.5MP,_city
538.jpg,What is the route number for Pontchartrain Expressway?,90,['Other'],Single Entity,_mixed,0.1–0.5MP,_city
538.jpg,At which avenue is the Joy Theater located?,Tulane Ave,['Positional'],Single Entity,_mixed,0.1–0.5MP,_city
538.jpg,Which streetcar passes through the river bank?,Riverfront,['Positional'],Single Entity,_mixed,0.1–0.5MP,_city
538.jpg,How many museums and art centers are present in this area?,3,['Other'],Counting,_mixed,0.1–0.5MP,_city
539.jpg,Is Ueno located north of Ginza on this map?,yes,['Positional'],Boolean,_network,0.5–2MP,_city
539.jpg,Does the JR Yamanote Line form a circle on the map,yes,['Other'],Boolean,_network,0.5–2MP,_city
539.jpg,Is Asakusa connected to Tokyo Station by a direct JR Yamanote Line stop?,no,['Positional'],Boolean,_network,0.5–2MP,_city
539.jpg,Is Ginza located south of Hibiya on the map?,no,['Positional'],Boolean,_network,0.5–2MP,_city
539.jpg,Is Akasaka located directly below Ueno?,no,['Positional'],Boolean,_network,0.5–2MP,_city
539.jpg,Is Tokyo Tower located north of Roppongi Hills on the map?,yes,['Positional'],Boolean,_network,0.5–2MP,_city
539.jpg,Can you reach Daiba from Ginza using the pink line?,yes,['Visual'],Boolean,_network,0.5–2MP,_city
539.jpg,"If you travel from Tokyo Dome to Tokyo Tower, do you mainly move southwest?",yes,['Positional'],Reasoning,_network,0.5–2MP,_city
539.jpg,Does the Chuo Line cross the JR Yamanote Line at two or more places?,no,"['Positional', 'Comparative']",Boolean,_network,0.5–2MP,_city
539.jpg,Are there more sightseeing spots marked near Daiba than near Marunouchi?,no,"['Visual', 'Positional', 'Comparative']",Boolean,_network,0.5–2MP,_city
540.jpg,Which stations have only pink and purple line?,"Station RAI, Overamstel",['Visual'],Listing,_network,0.5–2MP,_city
540.jpg,"Which station has all three - purple, blue and green line?",Sparklerweg.,['Visual'],Single Entity,_network,0.5–2MP,_city
540.jpg,Which station on the pink line is diagonally extreme opposite to Gein?,Isolatorweg.,['Visual'],Single Entity,_network,0.5–2MP,_city
540.jpg,How many coloured lines do you see?,6,['Visual'],Counting,_network,0.5–2MP,_city
540.jpg,Which two lines seem to be the longest?,Purple and blue or pink and blue,['Other'],Single Entity,_network,0.5–2MP,_city
540.jpg,Which stations are at the extremes of yellow line?,"Westwijk, Noord",['Visual'],Listing,_network,0.5–2MP,_city
540.jpg,Which stations are at the extremes of pink line?,"Isolatorweg, Duivendecht",['Visual'],Listing,_network,0.5–2MP,_city
540.jpg,Which station has both pink and blue lines running through it?,Duivendecht.,"['Visual', 'Positional']",Single Entity,_network,0.5–2MP,_city
540.jpg,Which station has both yellow and green lines running through it?,Centraal.,"['Visual', 'Positional']",Single Entity,_network,0.5–2MP,_city
540.jpg,Which line diverts into different directions?,Blue,['Other'],Single Entity,_network,0.5–2MP,_city
541.jpg,Which haplogroup is shown crossing into North America first?,Q3,"['Visual', 'Positional', 'Comparative']",Single Entity,_network,0.5–2MP,_world
541.jpg,Which haplogroup split across both northern Europe and northeast Asia?,R,['Positional'],Single Entity,_network,0.5–2MP,_world
541.jpg,Which haplogroup crossed into Oceania: D or C?,C,['Positional'],Single Entity,_network,0.5–2MP,_world
541.jpg,Which haplogroup is the first to migrate eastward out of Africa?,CR,['Comparative'],Single Entity,_network,0.5–2MP,_world
541.jpg,Which haplogroup crosses both India and Southeast Asia before branching?,D,['Positional'],Single Entity,_network,0.5–2MP,_world
541.jpg,"From Africa, which haplogroup's route moves west before moving north?",E,['Positional'],Single Entity,_network,0.5–2MP,_world
541.jpg,Which haplogroup is shown moving toward Japan according to the map?,O3,['Visual'],Single Entity,_network,0.5–2MP,_world
541.jpg,"Looking at the map, which haplogroup shows a delayed (later) arrival into Europe compared to others?",R1b,['Other'],Single Entity,_network,0.5–2MP,_world
541.jpg,Which haplogroup moves through both southern China and Indonesia?,C,['Positional'],Single Entity,_network,0.5–2MP,_world
541.jpg,Which haplogroup entered Europe by following a southern coastal path instead of through Central Asia,E,['Positional'],Single Entity,_network,0.5–2MP,_world
542.png,"In 2100, does Africa appear larger or smaller than Asia?",Larger,"['Visual', 'Comparative']",Boolean,_multiple,0.5–2MP,_world
542.png,Which continent shows the least noticeable size change from 1800 to 2100?,South America,"['Visual', 'Comparative']",Single Entity,_multiple,0.5–2MP,_world
542.png,Which region stays the most similar in shape between 1800 and 2100?,Australia,"['Visual', 'Positional', 'Comparative']",Single Entity,_multiple,0.5–2MP,_world
542.png,Which continent becomes the dominant region by population size in 2100?,Africa,['Visual'],Single Entity,_multiple,0.5–2MP,_world
542.png,"In 2100, does Australia appear to grow or shrink compared to 1800?",neither,['Visual'],Boolean,_multiple,0.5–2MP,_world
542.png,"In the 2100 map, which landmass (excluding islands) appears least changed in size?",Australia,"['Visual', 'Comparative']",Single Entity,_multiple,0.5–2MP,_world
542.png,Does the purple region in Asia grow or shrink from 1800 to 2100?,shrinks,['Visual'],Boolean,_multiple,0.5–2MP,_world
542.png,Which color region shows the least amount of visible growth between 1800 and 2100?,pink,"['Visual', 'Positional', 'Comparative']",Single Entity,_multiple,0.5–2MP,_world
542.png,"In the 2100 map, which area looks more visually compressed compared to its 1800 size: purple or pink",purple,"['Visual', 'Comparative']",Single Entity,_multiple,0.5–2MP,_world
542.png,"In 2100, does Europe’s brown region cover more or less space than it did in 1800?",more,"['Visual', 'Comparative']",Boolean,_multiple,0.5–2MP,_world
622.jpg,Is Bakhmut located east of Kramatorsk?,yes,['Positional'],Boolean,_conflict,0.1–0.5MP,_region
622.jpg,Is Donetsk closer to the front line than Kramatorsk?,yes,['Positional'],Boolean,_conflict,0.1–0.5MP,_region
622.jpg,Does Russian control extend west of Kramatorsk?,no,['Positional'],Boolean,_conflict,0.1–0.5MP,_region
622.jpg,Is there a Ukrainian advance marked near Zaporizhia?,no,"['Visual', 'Positional']",Boolean,_conflict,0.1–0.5MP,_region
622.jpg,Are there more Russian advances (dark red) than Ukrainian advances (yellow) shown?,yes,"['Visual', 'Comparative']",Boolean,_conflict,0.1–0.5MP,_region
622.jpg,Are most of the yellow zones (Ukrainian advance) located north of Donetsk?,yes,"['Visual', 'Positional', 'Comparative']",Boolean,_conflict,0.1–0.5MP,_region
622.jpg,Are there more Ukrainian advances near Bakhmut than near Zaporizhia?,yes,"['Positional', 'Comparative']",Boolean,_conflict,0.1–0.5MP,_region
622.jpg,Is Lysychansk closer to Kramatorsk than Donetsk is?,no,['Positional'],Boolean,_conflict,0.1–0.5MP,_region
622.jpg,Is the Ukrainian advance near Zaporizhia shown as a continuous yellow strip?,no,"['Visual', 'Positional']",Boolean,_conflict,0.1–0.5MP,_region
622.jpg,Is there any Russian advance (dark red) near Zaporizhia?,yes,"['Visual', 'Positional']",Boolean,_conflict,0.1–0.5MP,_region
543.jpg,How many types of food are pictured under the “Eats” section?,8,"['Visual', 'Comparative']",Counting,_network,>8MP,_city
543.jpg,"What are the three gift items shown in the ""Premium Gift Items"" section?","Hung Bean Cake, Pineapple Cake, Bravo Mug, Bravo Foldable Nex Fan",['Visual'],Listing,_network,>8MP,_city
543.jpg,"Which seasonal festival is represented by fireworks, and where is it located visually on the image?","Taipei Summer Festival, Upper Right Section.",['Positional'],Listing,_network,>8MP,_city
543.jpg,Match the “Crispy Roasted Duck” photo to the correct position on the grid of food photos.,Top Right corner,['Positional'],Reasoning,_network,>8MP,_city
543.jpg,Find the temple image in the “Worship at Temples” section. How many visible people are standing ?,1,['Visual'],Counting,_network,>8MP,_city
543.jpg,Is there any MRT station name written in both bold and a larger font size than others?,No,"['Visual', 'Comparative']",Boolean,_network,>8MP,_city
543.jpg,What is the color and design of the mug shown in the “Premium Gift Items” section?,"blue,graphic image of Taiwan",['Visual'],Listing,_network,>8MP,_city
543.jpg,"One of the “Things To Do” images shows a woman sitting at a cafe table, which one?",08 or Enjoy Coffee in Distinctive Cafes.,['Other'],Single Entity,_network,>8MP,_city
623.png,A woman has booked an appointment with her doctor. Which parking is close to that building?,5 or P5,['Other'],Single Entity,_layout,0.1–0.5MP,_campus
623.png,Which parking entrance from Medical Drive leads directly to the Newborn ICU?, 5 or P5.,['Other'],Single Entity,_layout,0.1–0.5MP,_campus
623.png,Which parking entrance leads directly to the Surgical Pre-Admission Clinic?,6 or P6,['Other'],Single Entity,_layout,0.1–0.5MP,_campus
623.png,Which drive and parking entrance on the map should an outpatient use for surgery?,"Medical drive, 6 or P6",['Other'],Listing,_layout,0.1–0.5MP,_campus
623.png,which is a shorter distance to enter emergency center from medical drive? p1 or p5?,P5,"['Positional', 'Comparative']",Single Entity,_layout,0.1–0.5MP,_campus
623.png,Which elevator is located directly opposite a restroom icon across a hall (not inside same space)?,D,['Positional'],Single Entity,_layout,0.1–0.5MP,_campus
623.png,Which elevator is positioned where three different buildings' borders converge?,F,['Positional'],Single Entity,_layout,0.1–0.5MP,_campus
623.png,Which two buildings share both a color and a guest service nearby?,"Azalea, Dogwood",['Visual'],Listing,_layout,0.1–0.5MP,_campus
623.png,Which parking lot lies entirely north of the Main Hospital but south of Hodges Drive?,3 or P3,['Positional'],Single Entity,_layout,0.1–0.5MP,_campus
623.png,How many traffic lights are installed in the given map?,2,['Other'],Counting,_layout,0.1–0.5MP,_campus
623.png,What is the count of restroom symbols in the given map?,3,['Other'],Counting,_layout,0.1–0.5MP,_campus
544.jpg,Which area on the map is labeled as a Special Status Area (yellow)?,Greer County,['Visual'],Single Entity,_choropleth,0.5–2MP,_country
544.jpg,"What year did Colorado become a state, based on this map?",1876,['Other'],Single Entity,_choropleth,0.5–2MP,_country
544.jpg,Which territory borders four other territories?,Wyoming Territory,['Positional'],Single Entity,_choropleth,0.5–2MP,_country
544.jpg,Which area is marked Unorganized Territory (green)?,Oklahoma,['Visual'],Single Entity,_choropleth,0.5–2MP,_country
544.jpg,Is New Mexico shown as a state or a territory in 1880?,Territory,['Visual'],Boolean,_choropleth,0.5–2MP,_country
544.jpg,Which states in the West were already admitted by 1880?,"California, Oregon, Nevada, Colorado",['Positional'],Listing,_choropleth,0.5–2MP,_country
544.jpg,Does Arizona Territory border any states?,Yes,['Positional'],Boolean,_choropleth,0.5–2MP,_country
544.jpg,What two territories were created from what is now Montana and North Dakota?,"Montana, Dakota",['Positional'],Listing,_choropleth,0.5–2MP,_country
544.jpg,"Is Texas labeled as a state, territory, or foreign area in 1880?",State,['Visual'],Boolean,_choropleth,0.5–2MP,_country
545.png,Does Idaho have a higher value than Hawaii?,Yes,['Comparative'],Boolean,_choropleth,0.5–2MP,_country
545.png,Does Oregon have a darker shade than Rhode Island?,No,"['Visual', 'Comparative']",Boolean,_choropleth,0.5–2MP,_country
545.png,Which state is surrounded on all sides by other states of higher value?,West Virginia,"['Positional', 'Comparative']",Single Entity,_choropleth,0.5–2MP,_country
545.png,Which states are surrounded by the least number of states?,"Alaska, Hawaii","['Positional', 'Comparative']",Ranking,_choropleth,0.5–2MP,_country
545.png,What are the states in lightest shade of color?,"Alaska, Wyoming, North Dakota, South Dakota, Vermont","['Visual', 'Comparative']",Listing,_choropleth,0.5–2MP,_country
545.png,Which state has the seventh lowest value?,Kansas,['Comparative'],Single Entity,_choropleth,0.5–2MP,_country
624.jpg,"Based on the lightest color bin, how many states have less than 0.6% people using public transport?",6,"['Visual', 'Comparative']",Counting,_choropleth,0.1–0.5MP,_country
624.jpg,which percentage range does Arizona fall in?,0.7-1.4,['Other'],Single Entity,_choropleth,0.1–0.5MP,_country
624.jpg,what Is the percentage of states on the west coast with more than 1.5% people using public transport,100%,"['Positional', 'Comparative']",Single Entity,_choropleth,0.1–0.5MP,_country
624.jpg,"If color bins in legend are mapped 1-6, 6 being the darkest, what color number is California?",4,"['Visual', 'Comparative']",Single Entity,_choropleth,0.1–0.5MP,_country
624.jpg,"If color bins in legend are mapped 1-6, 6 being the darkest, what color number is New York?",6,"['Visual', 'Comparative']",Single Entity,_choropleth,0.1–0.5MP,_country
624.jpg,Which non-coastal state in the US used maximum public transport. Only use map to answer,Illinois,['Visual'],Single Entity,_choropleth,0.1–0.5MP,_country
624.jpg,Which state bordering Canada uses the least public transport?,North Dakota,"['Positional', 'Comparative']",Single Entity,_choropleth,0.1–0.5MP,_country
624.jpg,Identify the states on the west coast that falls into the 3.1–5.6% public transport usage category.,"California, Washington, Oregon",['Positional'],Listing,_choropleth,0.1–0.5MP,_country
624.jpg,Which state that is not on mainland falls in a highly used category?,Hawaii,['Visual'],Single Entity,_choropleth,0.1–0.5MP,_country
624.jpg,How many states share the same category as California?,10,['Other'],Counting,_choropleth,0.1–0.5MP,_country
546.jpg,Which metro line is shown as a red‐dashed loop on the map?,No. 1 rail line,['Visual'],Single Entity,_network,2–8MP,_city
546.jpg,Which color marks the Outer-ring Road?,Green,['Visual'],Single Entity,_network,2–8MP,_city
546.jpg,Which freeway labeled A8 leads southwest into Songjiang District?,Hu-Song,"['Visual', 'Positional']",Single Entity,_network,2–8MP,_city
546.jpg,Which bus number is recommended for getting to Yuyuan Garden?,11,['Other'],Single Entity,_network,2–8MP,_city
546.jpg,In which district is the Hokkaido Indoor Skiing Ground located?,Songjiang,['Positional'],Single Entity,_network,2–8MP,_city
546.jpg,Which sightseeing-bus route serves the Songzhu historical site?,4,['Other'],Single Entity,_network,2–8MP,_city
546.jpg,"To reach Pudong International Airport by bus, which number is shown?",966,['Visual'],Single Entity,_network,2–8MP,_city
546.jpg,Which district features the Confucius Temple?,Jiading,['Other'],Single Entity,_network,2–8MP,_city
546.jpg,Which freeway labeled A11 runs through Pudong?,No Freeway,"['Visual', 'Positional']",Single Entity,_network,2–8MP,_city
546.jpg,Which bus number goes to Zhujiajiao?,4,['Other'],Single Entity,_network,2–8MP,_city
546.jpg,Which district is home to Hongqiao International Airport?,Changning,['Other'],Single Entity,_network,2–8MP,_city
546.jpg,Which bus should you take to reach Baoshan Iron and Steel Corporation?,51 or 116,['Other'],Single Entity,_network,2–8MP,_city
547.gif,Which town is east of Vashon Island and north of Renton?,Seattle,['Positional'],Single Entity,_network,0.1–0.5MP,_city
547.gif,What island is south of Blake Island and north of Point Defiance?,Vashon,['Positional'],Single Entity,_network,0.1–0.5MP,_city
547.gif,Which ferry terminal connects south of Vashon and north of Point Defiance?,Tahlequah,['Positional'],Single Entity,_network,0.1–0.5MP,_city
547.gif,"If you travel west from Fauntleroy, which island do you reach before Southworth?",Vashon,['Positional'],Reasoning,_network,0.1–0.5MP,_city
547.gif,Which place is south of Southworth and north of Gig Harbor?,Vashon,['Positional'],Single Entity,_network,0.1–0.5MP,_city
547.gif,"If leaving Seattle to Fauntleroy and then heading west, which terminal do you arrive at after Vashon",Southworth,['Positional'],Single Entity,_network,0.1–0.5MP,_city
547.gif,What city is south of Bellevue and east of Renton?,none,['Positional'],Single Entity,_network,0.1–0.5MP,_city
547.gif,"If you go south from Bainbridge Island to Blake Island, and then further south, where are you?",Vashon,"['Positional', 'Comparative']",Reasoning,_network,0.1–0.5MP,_city
547.gif,Which ferry terminal is north of Southworth and west of Fauntleroy?,Vashon,['Positional'],Single Entity,_network,0.1–0.5MP,_city
547.gif,What city is east of Fauntleroy and west of Mercer Island?,Seattle,['Positional'],Single Entity,_network,0.1–0.5MP,_city
548.jpg,which country has the least change in ground water resources according to map ?,"India, Canada, Russia",['Comparative'],Ranking,_multiple,0.5–2MP,_world
548.jpg,Is Central India having less than 10% change in ground water resources according to map?,Yes,['Comparative'],Boolean,_multiple,0.5–2MP,_world
548.jpg,Is majority of Madagascar having 10-30% change in ground water resources according to map?,Yes,['Other'],Boolean,_multiple,0.5–2MP,_world
548.jpg,Does Sri Lanka lie in 10-30% change in ground water resources according to map?,No,['Other'],Boolean,_multiple,0.5–2MP,_world
548.jpg,Which year is the survey done according to map ?,2010,['Other'],Single Entity,_multiple,0.5–2MP,_world
548.jpg,what is the range division covers majority of USA according to map ?,10-30,['Other'],Single Entity,_multiple,0.5–2MP,_world
548.jpg,what part of China does 10-30% lie in majority according to map ?,South-Eastern,['Other'],Single Entity,_multiple,0.5–2MP,_world
548.jpg,which continent among Asia and Europe seems to have less degradation according to map ?,Asia,['Comparative'],Single Entity,_multiple,0.5–2MP,_world
548.jpg,which continent seems to have less degradation according to map ?,Africa,['Comparative'],Single Entity,_multiple,0.5–2MP,_world
548.jpg,what part of India seems to have degradation in range 10-30% according to map?,North,['Other'],Single Entity,_multiple,0.5–2MP,_world
625.png,"Between Hungary and Romania, which country is depicted with a darker shade?",Hungary,"['Visual', 'Positional', 'Comparative']",Single Entity,_choropleth,0.5–2MP,_world
625.png,"Among Peru, Chile, and Argentina, which country has the darkest color?",Chile,"['Visual', 'Comparative']",Single Entity,_choropleth,0.5–2MP,_world
625.png,"Of the Baltic states (Estonia, Latvia, Lithuania), which one is the lightest shade?",Lithuania,"['Visual', 'Comparative']",Single Entity,_choropleth,0.5–2MP,_world
625.png,Which South American territory is shaded grey on this map?,French Guiana,"['Visual', 'Positional']",Single Entity,_choropleth,0.5–2MP,_world
625.png,"Between Costa Rica and Nicaragua, which country is shaded darker on the map?",Costa Rica,"['Visual', 'Positional', 'Comparative']",Single Entity,_choropleth,0.5–2MP,_world
625.png,Which country is bordered by the three darkest-red shaded nations at the center of the map?,Cameroon,['Positional'],Single Entity,_choropleth,0.5–2MP,_world
625.png,"Between South Korea and North Korea, which country is shaded lighter on the map?",North Korea,"['Visual', 'Positional', 'Comparative']",Single Entity,_choropleth,0.5–2MP,_world
625.png,What color is Taiwan shaded on the map?,Grey,['Visual'],Single Entity,_choropleth,0.5–2MP,_world
625.png,"Between Seattle and Vancouver Island, which location is shaded darker on the map?",Vancouver Island,"['Visual', 'Positional', 'Comparative']",Single Entity,_choropleth,0.5–2MP,_world
549.jpg,which hapologroup took the longest for smallest travel,K,['Comparative'],Single Entity,_network,0.5–2MP,_world
549.jpg,what is the path of Hapologroup C,"Africa, Asia, North America, South America",['Other'],Ranking,_network,0.5–2MP,_world
549.jpg,which continent is untouched by Hapologroup C,"Europe,  Australia,  Antarctica",['Other'],Listing,_network,0.5–2MP,_world
549.jpg,which hapolgroups shows recent movement,"V, I",['Other'],Listing,_network,0.5–2MP,_world
549.jpg,which continent has highest density of movement,Europe,['Comparative'],Single Entity,_network,0.5–2MP,_world
549.jpg,where does K spread to?,"Europe, Middle East",['Positional'],Listing,_network,0.5–2MP,_world
549.jpg,From which continent did all haplogroups originally start migrating?,Africa,['Other'],Single Entity,_network,0.5–2MP,_world
550.webp,How many years ago did humans reach Europe?,Around 100000 years ago,['Other'],Counting,_network,2–8MP,_world
550.webp,Which region did humans reach after Africa?,Middle East,['Other'],Single Entity,_network,2–8MP,_world
550.webp,Which ocean did early humans cross to reach Australia?,Indian Ocean.,['Positional'],Single Entity,_network,2–8MP,_world
550.webp,From where did humans migrate to Australia?,Southeast Asia.,['Positional'],Single Entity,_network,2–8MP,_world
550.webp,Through which region did humans move into East Asia?,South Asia.,['Positional'],Single Entity,_network,2–8MP,_world
550.webp,Which continent was the last to be populated by humans?,Antarctica,['Other'],Single Entity,_network,2–8MP,_world
550.webp,What does the green color on the map represent?,migration paths of early humans.,['Visual'],Single Entity,_network,2–8MP,_world
550.webp,How does the map show the spread of humans over time?,uses arrows for migration routes and years for timelines.,['Comparative'],Reasoning,_network,2–8MP,_world
550.webp,What time period does the earliest migration on the map refer to?,About 200000 years ago.,['Other'],Single Entity,_network,2–8MP,_world
550.webp,"Which region shows migration around 70,000 years ago?",South Asia.,['Other'],Single Entity,_network,2–8MP,_world
551.jpg,Which European country’s mainland is in UTC +1 but whose Atlantic islands are in UTC 0?,Spain,['Other'],Single Entity,_divisional,0.1–0.5MP,_world
551.jpg,Which South American country spans UTC-3 on its mainland yet has a small Pacific isle at UTC-2?,Brazil,['Positional'],Single Entity,_divisional,0.1–0.5MP,_world
551.jpg,Which country borders both UTC +4:30 and UTC +6 yet itself uses UTC +5?,Pakistan,['Positional'],Single Entity,_divisional,0.1–0.5MP,_world
551.jpg,Which UTC offset number appears split by the International Date Line into two noncontiguous regions?,UTC+12,['Visual'],Single Entity,_divisional,0.1–0.5MP,_world
551.jpg,Which Eastern European country lies in UTC +2 on this map?,Romania,['Positional'],Single Entity,_divisional,0.1–0.5MP,_world
551.jpg,Which British territory in the South Atlantic uses UTC -2?,"South Georgia, South Sandwich Islands",['Positional'],Listing,_divisional,0.1–0.5MP,_world
551.jpg,Which Portuguese islands observe UTC -1?,Azores,['Other'],Single Entity,_divisional,0.1–0.5MP,_world
551.jpg,"What UTC offset is shown at Juba, South Sudan?",+2,"['Visual', 'Positional']",Single Entity,_divisional,0.1–0.5MP,_world
551.jpg,Which islands east of Tahiti are UTC-9?,Gambier Islands,['Positional'],Single Entity,_divisional,0.1–0.5MP,_world
551.jpg,Which islands northeast of New Zealand use UTC +12?,"Wallis, Futuna",['Positional'],Listing,_divisional,0.1–0.5MP,_world
552.jpg,What color is madagascar?,red,['Visual'],Single Entity,_divisional,0.5–2MP,_world
552.jpg,How many colors is India marked with?,2,['Visual'],Counting,_divisional,0.5–2MP,_world
552.jpg,"How many times is the word ""Pacific Ocean"" mentioned in this map",3,['Other'],Counting,_divisional,0.5–2MP,_world
552.jpg,How many oceans are there in this map?,4,['Other'],Counting,_divisional,0.5–2MP,_world
552.jpg,"How many times is the word ""sea"" mentioned in the map?",7,['Other'],Counting,_divisional,0.5–2MP,_world
552.jpg,Does India in this map have standard timezone color?,No,['Visual'],Boolean,_divisional,0.5–2MP,_world
552.jpg,In the legend how many colors are used for non standard time zones?,2,['Visual'],Counting,_divisional,0.5–2MP,_world
552.jpg,How many miles is the map scale,3000,['Other'],Counting,_divisional,0.5–2MP,_world
552.jpg,How many colors are used to mark regions in this map?,6,['Visual'],Counting,_divisional,0.5–2MP,_world
552.jpg,What is color of UTC-11 in the map?,purple,['Visual'],Single Entity,_divisional,0.5–2MP,_world
553.png,"Based on the map, how many timezones is Greenland a part of?",2,['Other'],Counting,_divisional,0.5–2MP,_world
553.png,How many time zones are associated with the same color as time zone -4?,6,['Visual'],Counting,_divisional,0.5–2MP,_world
553.png,How many time zones are associated with the same color as time zone +9?,6,['Visual'],Counting,_divisional,0.5–2MP,_world
553.png,How many time zones are associated with the same color as time zone -12?,1,['Visual'],Counting,_divisional,0.5–2MP,_world
553.png,What time zone is the blue region floating in the ocean within time zone +5?,+6,"['Visual', 'Positional']",Single Entity,_divisional,0.5–2MP,_world
553.png,What time zone is the non-blue region floating in the ocean isolated within time zone +6?,+5 1/2,['Positional'],Single Entity,_divisional,0.5–2MP,_world
553.png,What value does the purple time zone have on the most left side of the map?,+14,"['Visual', 'Positional', 'Comparative']",Single Entity,_divisional,0.5–2MP,_world
553.png,"Based on the map, is any part of the country of Australia part of the +9 time zone?",No,['Other'],Boolean,_divisional,0.5–2MP,_world
553.png,"Based on the map, what value is associated with North Korea?",+8 1/2,['Positional'],Single Entity,_divisional,0.5–2MP,_world
553.png,Is there a line you can cross at a certain time so that it's possible to move 2 calendar days ahead?,Yes,['Positional'],Boolean,_divisional,0.5–2MP,_world
554.gif,"True or False, Antarctica can be seen in this map",False,['Visual'],Boolean,_divisional,0.5–2MP,_world
554.gif,What color is greenland in this map?,dark green,['Visual'],Single Entity,_divisional,0.5–2MP,_world
554.gif,"True or False, the United Kingdom falls under -0 under the letter Z",True,['Comparative'],Boolean,_divisional,0.5–2MP,_world
554.gif,Take the number associated with J and add it the M.,not possible,['Other'],Reasoning,_divisional,0.5–2MP,_world
554.gif,How many sections is Australia divided in?,5,['Visual'],Counting,_divisional,0.5–2MP,_world
554.gif,What is the color of J?,none,['Visual'],Single Entity,_divisional,0.5–2MP,_world
554.gif,How many locations in North America do not observe DST in this map,2,['Positional'],Counting,_divisional,0.5–2MP,_world
554.gif,(SUCCESS) What are the named continents seen in this map,"North America, South America, Europe, Africa, Asia, Australia",['Visual'],Listing,_divisional,0.5–2MP,_world
554.gif,(SUCCESS) Take the number associated with Y and add it with the number associated with M.,0,['Other'],Reasoning,_divisional,0.5–2MP,_world
554.gif,"(SUCCESS) True or False, India does not observe DST but it does not have areas in partial hour time",False,['Other'],Boolean,_divisional,0.5–2MP,_world
555.jpg,What is the largest section number? Ignore the sections with alphabets.,238,"['Visual', 'Comparative']",Single Entity,_layout,0.5–2MP,_building
555.jpg,How many sections feature accessibility?,28,['Visual'],Counting,_layout,0.5–2MP,_building
555.jpg,How many C sections are in the stadium?,14,['Visual'],Counting,_layout,0.5–2MP,_building
555.jpg,Name the benches in the field.,"Visitor, Galaxy",['Other'],Listing,_layout,0.5–2MP,_building
555.jpg,In which direction are the Mezzanine sections located?,East,"['Visual', 'Positional']",Single Entity,_layout,0.5–2MP,_building
555.jpg,In which direction are the platinum sections located?,West,"['Visual', 'Positional']",Single Entity,_layout,0.5–2MP,_building
555.jpg,How many safe standing sections are there in the north region of the stadium?,2,"['Visual', 'Positional']",Counting,_layout,0.5–2MP,_building
555.jpg,How many safe standing sections are there in the west region of the stadium?,43,"['Visual', 'Positional']",Counting,_layout,0.5–2MP,_building
555.jpg,What is the name of the sponsor?,Herbalife Nutrition,['Other'],Single Entity,_layout,0.5–2MP,_building
555.jpg,How many sections include southendline A?,10,['Visual'],Counting,_layout,0.5–2MP,_building
205.jpg,What is the two-digit prefix of all the red postal codes shown in the city centre?,10,['Visual'],Single Entity,_divisional,>8MP,_region
